BoroCT2010,RE80_Quad,IE80_Quad,CE80_Quad,RE90_Quad,IE90_Quad,CE90_Quad,RE00_Quad,IE00_Quad,CE00_Quad,RE10_Quad,IE10_Quad,CE10_Quad,RE11_Quad,IE11_Quad,CE11_Quad,RE12_Quad,IE12_Quad,CE12_Quad,RE13_Quad,IE13_Quad,CE13_Quad,RE14_Quad,IE14_Quad,CE14_Quad,RE15_Quad,IE15_Quad,CE15_Quad,RE16_Quad,IE16_Quad,CE16_Quad
4071303,0,3,3,0,3,3,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4077902,0,3,3,2,3,3,2,3,3,2,1,1,2,0,0,2,0,2,2,1,2,2,1,2,2,1,2,2,1,2
4077907,0,3,3,1,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2,0,1,2,1,1
4017000,0,3,3,1,3,3,0,3,3,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
4019400,0,3,3,0,3,3,0,3,3,2,0,2,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
3097400,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
3044500,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3044700,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3006600,3,3,3,0,3,3,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
3013400,3,3,3,0,3,3,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
3007000,0,3,3,1,3,3,1,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007200,0,3,3,1,3,3,1,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051600,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4
3062000,3,3,3,0,3,3,3,3,3,3,0,3,3,0,3,3,0,0,3,0,3,3,0,3,3,0,3,3,0,3
3039000,3,3,3,3,3,3,3,3,3,0,1,0,3,2,0,3,1,0,3,1,0,0,1,0,0,1,0,0,1,0
2032800,0,3,3,1,3,3,1,3,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2034000,1,3,3,1,3,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3004900,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,3
3009400,0,3,3,0,3,3,0,3,3,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0
3009600,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008200,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0
3008600,2,3,3,2,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3117602,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3034900,0,3,3,0,3,3,3,3,3,3,0,3,3,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,3
3035100,0,3,3,0,3,3,4,3,3,4,0,0,4,0,3,4,0,3,0,0,0,0,0,3,0,0,3,0,0,0
3064200,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,1,0,3,0,0
3064400,3,3,3,3,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005500,0,3,3,1,3,3,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0
1011900,1,3,3,1,3,3,1,3,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1012500,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1022500,0,3,3,0,3,3,0,3,3,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0
1029300,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020000,3,3,3,3,3,3,3,3,3,0,0,0,4,1,0,4,1,0,4,1,0,0,1,0,0,1,0,0,0,0
3020200,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0
3016000,3,3,3,0,3,3,0,3,3,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1
3016800,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015800,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003001,1,3,3,1,3,3,1,3,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1005600,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,3
2002500,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,3,3,0,3,3,0,3,3
2015200,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058200,3,3,3,0,3,3,0,3,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
3055400,3,3,3,0,3,3,3,3,3,3,1,0,3,1,0,3,1,0,3,1,0,3,1,0,4,1,0,3,1,0
3055600,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3021700,0,3,3,3,3,3,3,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
3083400,1,3,3,0,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,1,0,3,0,0,3,1,0
3085400,0,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,3,3,0,0,3,0,3,3,1,0
4078800,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022403,0,3,3,0,3,3,1,3,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1,0,0,2,0,0
1001600,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3046201,0,3,3,0,3,3,0,3,3,3,0,0,3,0,0,3,0,0,3,1,0,3,0,0,3,1,0,3,1,0
2044800,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034200,1,3,3,1,3,3,1,3,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2034400,0,3,3,0,3,3,0,3,3,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3025901,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3025902,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0
4056600,0,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,2,1,0,1,1,0,1,1,0,1,1,0,1
2016700,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3
2022902,1,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2022404,0,3,3,1,3,3,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094700,3,3,3,0,3,3,1,3,3,1,0,1,1,0,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
4076902,0,3,3,0,3,3,1,3,3,0,1,1,0,0,0,0,0,0,1,1,1,1,2,1,1,2,1,1,0,1
3098200,1,3,3,2,3,3,0,3,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
3003000,0,3,3,0,3,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4140300,0,3,3,0,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061302,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
4062300,3,3,3,3,3,3,3,3,3,3,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0
4062500,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4074500,1,3,3,1,3,3,1,3,3,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
4101700,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4114100,3,3,3,0,3,3,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
4045000,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
4077905,1,3,3,1,3,3,1,3,3,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4126700,0,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
4121500,0,3,3,0,3,3,0,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
4122300,0,3,3,0,3,3,1,3,3,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1
4134100,3,3,3,0,3,3,1,3,3,1,0,1,1,1,1,1,0,2,1,0,1,0,2,2,2,0,2,0,0,0
4141700,3,3,3,0,3,3,0,3,3,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1
3036002,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3
3056100,0,3,3,0,3,3,0,3,3,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2036501,0,3,3,0,3,3,0,3,3,0,0,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3
2033201,0,3,3,1,3,3,1,3,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4015200,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4020600,1,3,3,1,3,3,1,3,3,1,0,0,1,0,2,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1
4047200,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
3093200,1,3,3,0,3,3,3,3,3,3,0,0,3,0,0,3,0,3,3,0,3,3,2,0,3,1,0,3,0,0
4059000,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,3
4004700,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
3090800,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3
2037100,1,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3
5011402,3,3,3,0,3,3,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3111800,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
4091900,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1
4092500,0,3,3,0,3,3,0,3,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1
3076600,1,3,3,1,3,3,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
1012000,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3
1012800,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3040300,0,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3052700,0,3,3,0,3,3,0,3,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3052900,0,3,3,0,3,3,0,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
4045600,1,3,3,1,3,3,1,3,3,1,0,0,1,0,1,1,0,1,2,0,2,2,0,2,2,0,1,2,0,1
2021100,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,3,0,3,3,0,3,3,0,3,3,0,3
4050500,0,3,3,0,3,3,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
2022800,0,3,3,0,3,3,1,3,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2023000,0,3,3,0,3,3,1,3,3,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2027700,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027300,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042000,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040800,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021302,1,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,3,0,3,3,0,3,3,0,3,3,0,3
3025700,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,4,0,0,4,0,0,0,0,0,4
4157101,3,3,3,0,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
2026701,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4063301,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4063302,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024400,3,3,3,3,3,3,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
4085500,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086300,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086500,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4116300,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4104700,0,3,3,0,3,3,1,3,3,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
4115900,0,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2036300,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3
2022703,1,3,3,0,3,3,0,3,3,0,0,3,0,0,0,0,0,3,0,0,4,0,0,3,0,0,3,0,0,4
2022702,1,3,3,0,3,3,0,3,3,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
5017009,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
4035700,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1015001,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2009800,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013300,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
4009600,0,3,3,0,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
4004500,0,3,3,2,3,3,1,3,3,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,0,0
4005300,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
3048000,0,3,3,0,3,3,0,3,3,4,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3048200,0,3,3,1,3,3,1,3,3,1,0,1,1,0,2,1,0,2,1,0,2,1,0,1,0,0,1,0,0,1
3048400,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
3117400,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3117601,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021001,0,3,3,1,3,3,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023800,0,3,3,0,3,3,1,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022200,1,3,3,1,3,3,1,3,3,1,0,0,1,0,2,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1
3003600,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3006800,0,3,3,0,3,3,0,3,3,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4144700,0,3,3,0,3,3,1,3,3,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0
4005700,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1
4005900,0,3,3,1,3,3,1,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4054800,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4047300,1,3,3,1,3,3,1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2030000,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
4015500,0,3,3,1,3,3,1,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4015700,0,3,3,0,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
4015900,0,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
3119800,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010601,0,3,3,0,3,3,0,3,3,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
3026100,0,3,3,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030200,0,3,3,0,3,3,0,3,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3110600,0,3,3,0,3,3,3,3,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013500,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
3036700,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
3051100,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012100,1,3,3,1,3,3,1,3,3,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3016900,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3017100,0,3,3,0,3,3,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4056800,0,3,3,0,3,3,0,3,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1
4059200,0,3,3,0,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,3,3,0,0,3,0,0
4062200,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
2018302,1,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3
1022600,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3102200,3,3,3,0,3,3,1,3,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0
1005501,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020800,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007700,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2007500,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,3,0,3,0,0,3
2007300,0,3,3,0,3,3,0,3,3,4,0,3,3,3,3,3,3,3,0,3,3,0,3,3,0,0,3,0,0,3
2007900,0,3,3,0,3,3,0,3,3,3,0,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3
3035601,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0
3061600,3,3,3,0,3,3,3,3,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,3,3,0,3,3,0,3
2037504,1,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
3053700,0,3,3,0,3,3,0,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
2026500,1,3,3,1,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,4,0,0,3,0,0,3,3,0,3
3042200,3,3,3,3,3,3,3,3,3,3,0,0,4,0,0,4,0,0,4,1,0,3,1,0,3,1,0,3,1,0
3043800,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,1,0,0,1,0
3150200,0,3,3,0,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038200,0,3,3,0,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
3049400,0,3,3,1,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
4007500,0,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4007700,0,3,3,0,3,3,1,3,3,1,0,2,1,0,2,1,0,2,1,2,1,1,1,1,1,1,1,1,1,1
4045500,1,3,3,1,3,3,1,3,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4056400,0,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4063000,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,3,3,0,0,3,0,0
4030904,1,3,3,1,3,3,1,3,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
4049200,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4012200,0,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
4014400,0,3,3,1,3,3,1,3,3,1,0,1,1,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
4015000,0,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
3038500,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3030100,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,4
4012000,2,3,3,1,3,3,1,3,3,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4014800,1,3,3,1,3,3,1,3,3,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
2003100,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,3,3,0,0,3,0,4,3,0,0,3,0,0,3
2008300,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2005200,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1013400,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,0,0,3
3013100,1,3,3,1,3,3,1,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014100,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014900,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014500,0,3,3,1,3,3,0,3,3,0,4,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,4,0
3014700,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009200,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,3
1011401,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
4146300,0,3,3,0,3,3,0,3,3,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0
3025300,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4146700,0,3,3,0,3,3,1,3,3,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0
3020600,3,3,3,3,3,3,0,3,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
